insert into laboratorio values (1, 'Ortiz Inc', '206 715 225', '229 983 877', 'nfishpond0@xinhuanet.com', '721', 'Bowman', null, 'Butwāl', null, 'Nepal');
insert into laboratorio values (60, 'Franecki, Jacobson and Dach', '274 144 274', '226 966 695', 'ltodor1n@google.co.uk', '027', 'Vermont', null, 'Garmo', null, 'China');
insert into laboratorio values (61, 'Nader-Turcotte', '236 389 903', '297 323 881', 'smcmahon1o@themeforest.net', '088', 'Heath', null, 'Kujama', null, 'Nigeria');
insert into laboratorio values (62, 'Lindgren, Dibbert and Zboncak', '291 664 891', '249 132 323', 'krobers1p@dagondesign.com', '882', 'Prairieview', '136 63', 'Haninge', 'Stockholm', 'Sweden');
insert into laboratorio values (63, 'Adams-Bailey', '222 985 771', '285 285 566', 'talred1q@unc.edu', '071', 'Little Fleur', null, 'Yaogou', null, 'China');
insert into laboratorio values (64, 'Kihn, Cole and Howe', '213 502 682', '294 753 698', 'rpietz1r@ifeng.com', '998', 'Service', null, 'Zuénoula', null, 'Ivory Coast');
insert into laboratorio values (65, 'Schinner-O''Hara', '296 921 751', '291 056 817', 'nanchor1s@live.com', '459', 'Valley Edge', 'SG4', 'Langley', 'England', 'United Kingdom');
insert into laboratorio values (66, 'Roob-Lueilwitz', '247 928 362', '267 365 798', 'kferreli1t@acquirethisname.com', '102', 'Drewry', '346408', 'Novocherkassk', null, 'Russia');
insert into laboratorio values (67, 'Stokes Group', '227 040 910', '255 091 932', 'rcowlishaw1u@google.com.hk', '100', 'Village Green', null, 'Campoverde', null, 'Peru');
insert into laboratorio values (68, 'Bruen and Sons', '290 495 844', '229 826 194', 'ihuton1v@cpanel.net', '398', 'Butternut', null, 'Galátsi', null, 'Greece');
insert into laboratorio values (69, 'Rodriguez Inc', '235 070 598', '242 024 052', 'cbiagini1w@addthis.com', '037', 'Pepper Wood', null, 'Gucun', null, 'China');
insert into laboratorio values (70, 'Wisozk-Graham', '250 667 565', '255 691 272', 'bkovacs1x@google.com.hk', '441', 'Village Green', null, 'Xingou', null, 'China');
insert into laboratorio values (71, 'Hirthe-Boyer', '249 670 626', '217 194 813', 'acoraini1y@eventbrite.com', '902', 'Ridgeview', null, 'Qinggang', null, 'China');
insert into laboratorio values (72, 'Williamson LLC', '228 416 169', '257 561 299', 'tpeye1z@mac.com', '613', 'Dennis', null, 'Poroçan', null, 'Albania');
insert into laboratorio values (73, 'Wiza-Borer', '271 276 148', '291 437 688', 'jspeed20@about.com', '064', 'Coleman', null, 'Yuxarı Aran', null, 'Azerbaijan');
insert into laboratorio values (74, 'Herzog Group', '298 668 293', '239 673 554', 'mtattersfield21@netlog.com', '145', 'Judy', null, 'Cikulahan', null, 'Indonesia');
insert into laboratorio values (75, 'Ernser-Bernhard', '235 640 637', '278 216 540', 'adongles22@upenn.edu', '403', 'Coolidge', '18160-000', 'Salto de Pirapora', null, 'Brazil');
insert into laboratorio values (76, 'Hackett-Wiza', '259 134 715', '286 005 056', 'wbonin23@tumblr.com', '438', 'Union', '20022', 'Washington', 'District of Columbia', 'United States');
insert into laboratorio values (77, 'Haley-Weimann', '218 195 816', '257 059 829', 'emacvay24@reference.com', '264', 'Petterle', '27400', 'San Luis', 'Coahuila De Zaragoza', 'Mexico');
insert into laboratorio values (78, 'Murphy-Bechtelar', '209 414 031', '241 901 243', 'lflinders25@census.gov', '490', 'Everett', '542 35', 'Velké Svatoňovice', null, 'Czech Republic');
insert into laboratorio values (79, 'Rohan, Rogahn and Littel', '282 358 317', '268 789 152', 'joneill26@smh.com.au', '282', '2nd', null, 'Salto', null, 'Uruguay');
insert into laboratorio values (80, 'Nitzsche-Hansen', '203 326 008', '267 653 164', 'rcordes27@yelp.com', '488', 'Artisan', '3400', 'Cabarroguis', null, 'Philippines');
insert into laboratorio values (81, 'Kovacek-Shields', '276 178 475', '218 868 820', 'cshilito28@thetimes.co.uk', '571', 'Lakeland', null, 'Belovodskoye', null, 'Kyrgyzstan');
insert into laboratorio values (82, 'Gorczany-McLaughlin', '252 105 614', '258 964 939', 'bfishbie29@cdc.gov', '325', 'Calypso', '2732', 'Cabugao', null, 'Philippines');
insert into laboratorio values (83, 'Hermann-Johnston', '276 241 821', '284 595 119', 'aloukes2a@newyorker.com', '178', 'Reinke', '25390', 'Kiikala', null, 'Finland');
insert into laboratorio values (84, 'Bernier LLC', '297 199 826', '293 377 594', 'tbigby2b@google.pl', '978', 'Sloan', null, 'Lianokládhion', null, 'Greece');
insert into laboratorio values (85, 'Keebler, Jacobs and Bahringer', '291 887 614', '233 444 615', 'ssteers2c@hexun.com', '242', 'Lyons', null, 'Jixiang', null, 'China');
insert into laboratorio values (86, 'Beer LLC', '236 414 125', '224 846 107', 'dgirt2d@newyorker.com', '631', 'Mcguire', '79240-000', 'Jardim', null, 'Brazil');
insert into laboratorio values (87, 'Spencer-Ferry', '276 931 152', '291 383 113', 'dmccaughey2e@epa.gov', '197', 'Farragut', null, 'Gesik', null, 'Indonesia');
insert into laboratorio values (88, 'Hermann, Sporer and Ortiz', '277 090 565', '267 489 193', 'udunphie2f@kickstarter.com', '449', 'Del Mar', null, 'Los Boquerones', null, 'Panama');
insert into laboratorio values (89, 'Rogahn Inc', '206 756 920', '217 003 941', 'ameredyth2g@samsung.com', '043', 'Sullivan', null, 'La Lima', null, 'Honduras');
insert into laboratorio values (90, 'Pollich Inc', '220 710 540', '268 704 807', 'kfredi2h@state.gov', '267', 'Maywood', '302 70', 'Halmstad', 'Halland', 'Sweden');
insert into laboratorio values (91, 'Sauer, Fay and Effertz', '200 131 202', '237 745 400', 'lfiddeman2i@weibo.com', '507', 'Lakeland', null, 'Voloka', null, 'Ukraine');
insert into laboratorio values (92, 'Rempel Inc', '291 986 106', '251 576 866', 'edefilippo2j@npr.org', '260', 'Golf Course', '8520', 'San Antonio Oeste', null, 'Argentina');
insert into laboratorio values (93, 'Becker LLC', '265 721 961', '230 485 596', 'mhamlen2k@dailymotion.com', '751', 'Johnson', null, 'Nanping', null, 'China');
insert into laboratorio values (94, 'Renner Inc', '278 358 441', '217 432 765', 'ssedgmond2l@cargocollective.com', '606', 'Fieldstone', null, 'Karanggeneng', null, 'Indonesia');
insert into laboratorio values (95, 'O''Connell-Beier', '204 515 281', '201 353 901', 'sjanaszewski2m@cpanel.net', '693', 'Mosinee', null, 'Malie', null, 'Samoa');
insert into laboratorio values (96, 'Grant LLC', '271 859 474', '295 383 568', 'fsinnatt2n@ustream.tv', '775', 'Northview', '7740', 'Veliki Preslav', null, 'Bulgaria');
insert into laboratorio values (97, 'Tromp, Hackett and Hodkiewicz', '285 444 815', '230 426 051', 'mtopliss2o@webmd.com', '285', 'Goodland', null, 'Huacheng', null, 'China');
insert into laboratorio values (98, 'Maggio, Bogan and Stehr', '296 791 572', '274 887 748', 'irumble2p@cornell.edu', '912', 'Northridge', '01673', 'Kangar', 'Perlis', 'Malaysia');
insert into laboratorio values (99, 'Nader LLC', '231 250 703', '289 836 107', 'gsantino2q@mozilla.org', '169', 'Granby', null, 'Mollepampa', null, 'Peru');
insert into laboratorio values (100, 'Bednar, Pfeffer and Tromp', '293 663 347', '269 360 797', 'rdagnan2r@sbwire.com', '714', 'Fairfield', null, 'Al Matlīn', null, 'Tunisia');
insert into laboratorio values (101, 'McCullough Inc', '202 937 884', '226 429 248', 'hmaidens2s@sourceforge.net', '270', 'Bellgrove', null, 'Labé', null, 'Guinea');
insert into laboratorio values (102, 'Schmitt, Hamill and Nader', '276 455 448', '280 532 168', 'wsartain2t@loc.gov', '427', 'Ohio', null, 'Guanting', null, 'China');
insert into laboratorio values (103, 'Wisoky LLC', '252 925 273', '283 564 875', 'jwhiterod2u@google.com.au', '287', 'Starling', null, 'Savalou', null, 'Benin');
insert into laboratorio values (104, 'Balistreri-Kris', '263 899 194', '242 695 212', 'hodriscole2v@pagesperso-orange.fr', '070', 'South', null, 'Kalayemule', null, 'China');
insert into laboratorio values (105, 'Herzog, Harber and Grimes', '259 781 347', '241 484 535', 'mspeak2w@skype.com', '404', 'Basil', null, 'Shimen', null, 'China');
insert into laboratorio values (106, 'Larkin, Littel and Blick', '205 830 901', '200 787 843', 'mthornley2x@fotki.com', '594', 'Norway Maple', '46825-000', 'Igarapé Miri', null, 'Brazil');
insert into laboratorio values (107, 'Gulgowski, Stoltenberg and Hoeger', '217 028 755', '215 657 609', 'ddummett2y@wix.com', '837', 'Eliot', 'LE15', 'Normanton', 'England', 'United Kingdom');
insert into laboratorio values (108, 'Watsica and Sons', '272 172 324', '215 200 354', 'jmanklow2z@google.it', '801', 'Sloan', null, 'Tongkiling', null, 'Indonesia');
insert into laboratorio values (109, 'Zboncak Group', '248 209 371', '273 194 021', 'lblaxter30@etsy.com', '931', 'Valley Edge', null, 'Sumberpitu', null, 'Indonesia');
insert into laboratorio values (110, 'VonRueden, Marks and Gislason', '285 897 919', '280 991 600', 'mphilcox31@blogspot.com', '282', 'Thackeray', null, 'Conchagua', null, 'El Salvador');
insert into laboratorio values (111, 'Gleason-Bins', '265 066 965', '241 440 034', 'bofogerty32@qq.com', '220', 'Parkside', '1422', 'Paldit', null, 'Philippines');
insert into laboratorio values (112, 'Kihn LLC', '212 376 079', '231 688 869', 'mbiddell33@nbcnews.com', '787', 'Chinook', '33130', 'Nam Kliang', null, 'Thailand');
insert into laboratorio values (113, 'Ruecker-Grimes', '293 722 178', '286 106 579', 'sespadero34@wsj.com', '505', '3rd', null, 'Dalonghua', null, 'China');
insert into laboratorio values (114, 'Reichert-Cassin', '236 407 513', '202 952 488', 'rloges35@1688.com', '464', 'Stang', 'D24', 'Tallaght', null, 'Ireland');
insert into laboratorio values (115, 'Wilderman-Brekke', '294 299 027', '205 079 205', 'osimo36@slate.com', '994', 'Coleman', null, 'Chamouny', null, 'Mauritius');
insert into laboratorio values (116, 'Kertzmann, Friesen and Reichert', '262 979 114', '286 149 342', 'hterbrugge37@prnewswire.com', '846', 'Pine View', '15170', 'Nong Muang', null, 'Thailand');
insert into laboratorio values (117, 'Bashirian, Watsica and Ferry', '288 005 107', '245 459 451', 'lnazaret38@addthis.com', '792', 'Tony', null, 'Sanlian', null, 'China');
insert into laboratorio values (118, 'Carroll, Goldner and Beer', '227 725 233', '299 018 498', 'ytumulty39@blinklist.com', '842', 'Russell', '93250-000', 'Esteio', null, 'Brazil');
insert into laboratorio values (119, 'Vandervort-Wintheiser', '268 129 936', '253 060 054', 'tpittson3a@salon.com', '217', 'Stephen', null, 'Kisoro', null, 'Uganda');
insert into laboratorio values (120, 'Kling, Cummings and Daniel', '295 664 427', '243 136 922', 'gaitkenhead3b@thetimes.co.uk', '596', 'Londonderry', '624287', 'Malysheva', null, 'Russia');
insert into laboratorio values (121, 'Breitenberg-Okuneva', '268 231 759', '256 779 221', 'klestrange3c@bloglovin.com', '449', 'Mallard', null, 'Marapat', null, 'Indonesia');
insert into laboratorio values (122, 'Purdy-Weber', '208 835 682', '237 924 877', 'lruthen3d@goodreads.com', '654', 'Melby', null, 'Riangkroko', null, 'Indonesia');
insert into laboratorio values (123, 'Gibson Inc', '219 707 455', '251 281 209', 'pweldon3e@qq.com', '312', 'Stone Corner', '368890', 'Yuzhno-Sukhokumsk', null, 'Russia');
insert into laboratorio values (124, 'Rutherford-Koepp', '234 031 086', '295 653 250', 'etanser3f@theatlantic.com', '140', 'Utah', null, 'Tarutung', null, 'Indonesia');
insert into laboratorio values (125, 'Runolfsson-Stanton', '281 519 304', '204 480 286', 'ikelcey3g@zimbio.com', '513', 'Harbort', '9704', 'Szombathely', 'Vas', 'Hungary');
insert into laboratorio values (126, 'Smith, Friesen and Torphy', '208 994 167', '274 630 811', 'zjefferson3h@unc.edu', '723', 'Packers', null, 'Yanhe', null, 'China');
insert into laboratorio values (127, 'Durgan-Durgan', '267 194 198', '203 177 139', 'mgeldeford3i@creativecommons.org', '283', 'Granby', 'MD-4233', 'Slobozia', null, 'Moldova');
insert into laboratorio values (128, 'Boyer and Sons', '230 755 201', '282 559 991', 'igreenhow3j@tinypic.com', '883', 'Fulton', '5570', 'San Martín', null, 'Argentina');
insert into laboratorio values (129, 'Bernier, Hartmann and Hermann', '270 309 158', '249 082 023', 'dpedlingham3k@arizona.edu', '333', 'Talisman', '683 01', 'Rousínov', null, 'Czech Republic');
insert into laboratorio values (130, 'Grady-Hamill', '203 157 636', '204 638 490', 'qoaks3l@youtube.com', '273', 'Columbus', '62501', 'Evijärvi', null, 'Finland');
insert into laboratorio values (131, 'Schoen Inc', '297 238 737', '222 313 687', 'bdufaur3m@engadget.com', '877', 'Village', '403 39', 'Žandov', null, 'Czech Republic');
insert into laboratorio values (132, 'Harber-Maggio', '202 515 860', '287 568 948', 'abramsom3n@gov.uk', '698', 'Burning Wood', '6617', 'San Ricardo', null, 'Philippines');
insert into laboratorio values (133, 'Volkman-Mitchell', '238 994 894', '252 423 949', 'fdhooge3o@cisco.com', '455', 'Main', null, 'Rozkishne', null, 'Ukraine');
insert into laboratorio values (134, 'Donnelly Group', '258 553 108', '299 772 508', 'gbotger3p@deviantart.com', '245', 'Crest Line', null, 'Karanganyar', null, 'Indonesia');
insert into laboratorio values (135, 'Ankunding-Hayes', '208 587 712', '252 167 023', 'jchecchetelli3q@so-net.ne.jp', '538', 'Clyde Gallagher', '1106', 'Kolape', null, 'Philippines');
insert into laboratorio values (136, 'Marquardt, Jacobson and Kshlerin', '236 055 309', '204 520 684', 'drenahan3r@chicagotribune.com', '438', 'Melvin', '93180-000', 'Portão', null, 'Brazil');
insert into laboratorio values (137, 'Hayes, Stracke and Konopelski', '216 042 917', '237 883 585', 'ebofield3s@opera.com', '326', 'Mesta', '77316 CEDEX 2', 'Marne-la-Vallée', 'Île-de-France', 'France');
insert into laboratorio values (138, 'Boehm-Hane', '216 753 481', '295 842 442', 'cpreon3t@slate.com', '371', 'Northland', '386147', 'Surkhakhi', null, 'Russia');
insert into laboratorio values (139, 'Schneider-Lang', '269 879 010', '257 609 329', 'mcardoo3u@slate.com', '587', 'Towne', '791 91', 'Falun', 'Dalarna', 'Sweden');
insert into laboratorio values (140, 'Fay-Runolfsson', '251 456 820', '251 008 643', 'rkatt3v@oracle.com', '744', 'Portage', '24111 CEDEX', 'Bergerac', 'Aquitaine', 'France');
insert into laboratorio values (141, 'Conn, O''Reilly and Barrows', '219 340 317', '291 549 145', 'hdethloff3w@washington.edu', '893', 'Nevada', null, 'Jingmao', null, 'China');
insert into laboratorio values (142, 'Sporer Group', '258 883 438', '240 278 860', 'mcoundley3x@fda.gov', '379', 'Heffernan', null, 'Qarqīn', null, 'Afghanistan');
insert into laboratorio values (143, 'Hane-Fay', '281 167 467', '293 469 906', 'lmcclaren3y@yellowbook.com', '738', 'Quincy', '96120', 'Suphan Buri', null, 'Thailand');
insert into laboratorio values (144, 'Ebert-Muller', '274 933 767', '293 639 390', 'qbeggini3z@adobe.com', '258', 'Harper', null, 'Wangping', null, 'China');
insert into laboratorio values (145, 'Anderson, Kessler and Breitenberg', '221 997 119', '234 796 323', 'kbermingham40@chicagotribune.com', '380', 'Colorado', '78940-000', 'Jaru', null, 'Brazil');
insert into laboratorio values (146, 'Considine-Sipes', '270 743 180', '289 427 772', 'elyver41@newyorker.com', '254', 'Lighthouse Bay', null, 'Pamedaran', null, 'Indonesia');
insert into laboratorio values (147, 'Osinski Group', '257 982 136', '298 462 312', 'ayoude42@artisteer.com', '995', 'Merry', '141540', 'Povarovo', null, 'Russia');
insert into laboratorio values (148, 'Aufderhar Group', '229 162 942', '232 308 982', 'dewbanche43@cargocollective.com', '189', 'Cardinal', '3129', 'Antipolo', null, 'Philippines');
insert into laboratorio values (149, 'Fadel-Spencer', '277 224 374', '286 141 379', 'asamson44@ycombinator.com', '307', 'Schurz', '83344', 'Buenos Aires', 'Sonora', 'Mexico');
insert into laboratorio values (150, 'Prohaska and Sons', '205 713 876', '265 097 819', 'aclurow45@sourceforge.net', '041', 'Goodland', null, 'Greenville', null, 'Liberia');
insert into laboratorio values (151, 'Rodriguez Group', '238 329 834', '248 907 032', 'rfolder46@cnn.com', '974', 'Stephen', null, 'Tlogosadang', null, 'Indonesia');
insert into laboratorio values (152, 'Zemlak, Sawayn and Orn', '274 919 643', '202 765 551', 'gbannister47@state.tx.us', '628', 'Kingsford', null, 'Vanadzor', null, 'Armenia');
insert into laboratorio values (153, 'Romaguera Inc', '274 128 973', '273 303 799', 'aglascott48@newsvine.com', '205', 'Novick', '18320-000', 'Apiaí', null, 'Brazil');
insert into laboratorio values (154, 'Moen Inc', '230 658 597', '273 383 983', 'klay49@t.co', '577', 'Washington', null, 'Gandiaye', null, 'Senegal');
insert into laboratorio values (155, 'Treutel Group', '288 483 318', '239 092 400', 'gjillard4a@oracle.com', '518', 'Sheridan', null, 'Kardítsa', null, 'Greece');
insert into laboratorio values (156, 'Abernathy, Cummings and Willms', '277 705 081', '256 673 009', 'wdanter4b@shareasale.com', '565', 'North', null, 'Shunling', null, 'China');
insert into laboratorio values (157, 'Quigley Inc', '257 600 369', '205 535 193', 'anewson4c@nbcnews.com', '823', 'Mayfield', null, 'Gaoling', null, 'China');
insert into laboratorio values (158, 'Schultz-Boyer', '232 298 692', '246 577 473', 'wmcmickan4d@examiner.com', '767', '7th', null, 'Yuanda', null, 'China');
insert into laboratorio values (159, 'Nolan, Wolf and White', '294 575 954', '268 605 193', 'tcregan4e@goodreads.com', '019', 'Alpine', '9704', 'Szombathely', 'Vas', 'Hungary');
