"102","Terça e Quarta","Não","3 dias","Não","3 dias","Suficiente","Encaminhada"
"103","Quarta e Quinta","Não","3 dias","Sim","3 dias","Suficiente","Encaminhada"
"104","Terça e Quarta","Sim","Imediata","Sim","Imediata","Suficiente","Encaminhada"
"105","Quarta e Quinta","Sim","Imediata","Não","Imediata","Suficiente","Encaminhada"
"106","Terça e Quarta","Sim","Imediata","Sim","Imediata","Suficiente","Encaminhada"
"107","Terça e Quarta","Não","Imediata","Não","Imediata","Suficiente","Encaminhada"
"108","Quarta e Quinta","Não","Imediata","Não","Imediata","Suficiente","Encaminhada"
"109","Terça e Quarta","Sim","Imediata","Não","Imediata","Suficiente","Encaminhada"
"110","Terça e Quarta","Sim","Imediata","Não","Imediata","Suficiente","Encaminhada"
"111","Quinta e Sexta","Não","3 dias","Não","5 dias","Suficiente","Encaminhada"
"112","Terça e Quarta","Sim","3 dias","Não","3 dias","Suficiente","Encaminhada"
"113","Segunda e Terça","Sim","Imediata","Não","Imediata","Suficiente","Encaminhada"
"114","Terça e Quarta","Não","3 dias","Não","3 dias","Suficiente","Encaminhada"
"115","Segunda e Terça","Não","Imediata","Não","Imediata","Suficiente","Encaminhada"
"116","Quinta e Sexta","Sim","Imediata","Não","Imediata","Suficiente","Encaminhada"
"117","Terça e Quarta","Sim","Imediata","Não","Imediata","Suficiente","Encaminhada"
"118","Quinta e Sexta","Sim","3 dias","Não","3 dias","Em falta","Encaminhada"
"119","Terça e Quarta","Não","Imediata","Não","Imediata","Suficiente","Encaminhada"
"120","Quinta e Sexta","Não","Imediata","Sim","3 dias","Em falta","Encaminhada"
"121","Quarta e Quinta","Sim","3 dias","Não","3 dias","Suficiente","Encaminhada"
"122","Quinta e Sexta","Não","Imediata","Não","Imediata","Suficiente","Encaminhada"
"123","Terça e Quarta","Sim","Imediata","Não","Imediata","Suficiente","Encaminhada"
"124","Quarta e Quinta","Não","3 dias","Sim","3 dias","Suficiente","Encaminhada"
"125","Terça e Quarta","Não","Imediata","Não","Imediata","Suficiente","Encaminhada"
"126","Terça e Quarta","Não","Imediata","Sim","3 dias","Suficiente","Encaminhada"
"127","Quarta e Quinta","Não","3 dias","Não","5 dias","Suficiente","Encaminhada"
"128","Segunda e Terça","Não","Imediata","Sim","3 dias","Suficiente","Encaminhada"
"129","Quinta e Sexta","Não","Imediata","Não","Imediata","Suficiente","Encaminhada"
"130","Quarta e Quinta","Não","Imediata","Não","Imediata","Suficiente","Encaminhada"
"131","Terça e Quarta","Sim","3 dias","Sim","3 dias","Suficiente","Encaminhada"
"132","Quinta e Sexta","Não","3 dias","Não","3 dias","Em falta","Encaminhada"
"133","Quarta e Quinta","Não","3 dias","Não","3 dias","Suficiente","Extraviada"
"134","Quarta e Quinta","Não","Imediata","Não","Imediata","Suficiente","Encaminhada"
"135","Terça e Quarta","Não","3 dias","Não","3 dias","Em falta","Encaminhada"
"136","Quinta e Sexta","Não","3 dias","Não","3 dias","Suficiente","Encaminhada"
"137","Terça e Quarta","Não","3 dias","Não","3 dias","Suficiente","Encaminhada"
"138","Quarta e Quinta","Não","Imediata","Não","Imediata","Suficiente","Encaminhada"
"139","Segunda e Terça","Não","Imediata","Não","Imediata","Suficiente","Encaminhada"
"140","Terça e Quarta","Sim","3 dias","Não","3 dias","Suficiente","Encaminhada"
"141","Terça e Quarta","Não","Imediata","Não","Imediata","Suficiente","Encaminhada"
"142","Quinta e Sexta","Não","3 dias","Não","3 dias","Suficiente","Encaminhada"
"143","Terça e Quarta","Não","Imediata","Não","Imediata","Suficiente","Extraviada"
"144","Quinta e Sexta","Não","3 dias","Não","3 dias","Suficiente","Encaminhada"
"145","Quarta e Quinta","Sim","Imediata","Não","Imediata","Suficiente","Encaminhada"
"146","Segunda e Terça","Não","Imediata","Não","Imediata","Suficiente","Encaminhada"
"147","Quarta e Quinta","Não","3 dias","Não","3 dias","Suficiente","Encaminhada"
"148","Segunda e Terça","Sim","Imediata","Não","Imediata","Suficiente","Encaminhada"
"149","Quinta e Sexta","Não","3 dias","Sim","3 dias","Suficiente","Encaminhada"
"150","Quinta e Sexta","Não","3 dias","Não","3 dias","Suficiente","Encaminhada"
"151","Terça e Quarta","Sim","3 dias","Sim","3 dias","Suficiente","Encaminhada"
"152","Quarta e Quinta","Não","Imediata","Não","Imediata","Suficiente","Encaminhada"
"153","Quarta e Quinta","Não","Imediata","Não","Imediata","Suficiente","Encaminhada"
"154","Quarta e Quinta","Sim","Imediata","Não","Imediata","Suficiente","Encaminhada"
"155","Segunda e Terça","Não","Imediata","Não","Imediata","Suficiente","Encaminhada"
"156","Segunda e Terça","Não","Imediata","Não","Imediata","Suficiente","Encaminhada"
"157","Quarta e Quinta","Sim","3 dias","Não","5 dias","Suficiente","Encaminhada"
"158","Segunda e Terça","Não","Imediata","Não","Imediata","Suficiente","Encaminhada"
"159","Quarta e Quinta","Não","Imediata","Não","Imediata","Suficiente","Encaminhada"
"160","Quarta e Quinta","Sim","Imediata","Não","Imediata","Suficiente","Encaminhada"
"161","Quarta e Quinta","Sim","Imediata","Sim","Imediata","Suficiente","Encaminhada"
"162","Segunda e Terça","Não","Imediata","Não","Imediata","Suficiente","Encaminhada"
"163","Segunda e Terça","Não","3 dias","Não","3 dias","Suficiente","Extraviada"
"164","Segunda e Terça","Não","3 dias","Não","5 dias","Suficiente","Extraviada"
"165","Quinta e Sexta","Não","3 dias","Não","3 dias","Suficiente","Encaminhada"
"166","Quinta e Sexta","Não","Imediata","Não","Imediata","Suficiente","Encaminhada"
"167","Quinta e Sexta","Sim","Imediata","Não","Imediata","Em falta","Encaminhada"
"168","Quarta e Quinta","Sim","3 dias","Não","3 dias","Em falta","Encaminhada"
"169","Quarta e Quinta","Não","Imediata","Não","Imediata","Suficiente","Encaminhada"
"170","Quinta e Sexta","Não","Imediata","Não","Imediata","Suficiente","Encaminhada"
"171","Quinta e Sexta","Sim","Imediata","Não","Imediata","Suficiente","Encaminhada"
"172","Terça e Quarta","Sim","3 dias","Sim","3 dias","Em falta","Encaminhada"
"173","Terça e Quarta","Não","Imediata","Não","Imediata","Suficiente","Encaminhada"
"174","Quinta e Sexta","Sim","Imediata","Não","Imediata","Suficiente","Encaminhada"
"175","Terça e Quarta","Sim","3 dias","Não","3 dias","Suficiente","Encaminhada"
"176","Terça e Quarta","Sim","Imediata","Sim","Imediata","Suficiente","Encaminhada"
"177","Segunda e Terça","Não","Imediata","Não","Imediata","Suficiente","Encaminhada"
"178","Segunda e Terça","Sim","Imediata","Não","Imediata","Suficiente","Encaminhada"
"179","Quarta e Quinta","Não","Imediata","Não","Imediata","Suficiente","Encaminhada"
"180","Terça e Quarta","Sim","3 dias","Não","3 dias","Suficiente","Encaminhada"
"181","Quinta e Sexta","Não","3 dias","Não","3 dias","Suficiente","Encaminhada"
"182","Quinta e Sexta","Não","3 dias","Não","3 dias","Em falta","Encaminhada"
"183","Quarta e Quinta","Sim","Imediata","Sim","3 dias","Suficiente","Encaminhada"
"184","Quinta e Sexta","Não","3 dias","Não","3 dias","Suficiente","Encaminhada"
"185","Segunda e Terça","Sim","3 dias","Não","5 dias","Suficiente","Encaminhada"
"186","Quinta e Sexta","Não","3 dias","Não","5 dias","Suficiente","Extraviada"
"187","Terça e Quarta","Não","3 dias","Não","3 dias","Suficiente","Encaminhada"
"188","Quarta e Quinta","Sim","3 dias","Não","3 dias","Suficiente","Encaminhada"
"189","Quarta e Quinta","Sim","3 dias","Sim","3 dias","Suficiente","Encaminhada"
"190","Terça e Quarta","Sim","3 dias","Sim","3 dias","Suficiente","Encaminhada"
"191","Segunda e Terça","Não","Imediata","Não","3 dias","Suficiente","Encaminhada"
"192","Segunda e Terça","Sim","Imediata","Não","Imediata","Suficiente","Encaminhada"
"193","Segunda e Terça","Não","Imediata","Não","Imediata","Suficiente","Encaminhada"
"194","Terça e Quarta","Não","Imediata","Sim","Imediata","Suficiente","Encaminhada"
"195","Quinta e Sexta","Sim","Imediata","Não","Imediata","Suficiente","Extraviada"
"196","Quarta e Quinta","Não","3 dias","Sim","5 dias","Suficiente","Encaminhada"
"197","Segunda e Terça","Não","Imediata","Não","Imediata","Suficiente","Encaminhada"
"198","Quarta e Quinta","Não","Imediata","Sim","3 dias","Suficiente","Encaminhada"
"199","Quarta e Quinta","Não","3 dias","Não","3 dias","Suficiente","Encaminhada"
"200","Segunda e Terça","Sim","Imediata","Não","Imediata","Suficiente","Extraviada"
"201","Quinta e Sexta","Sim","Imediata","Sim","Imediata","Suficiente","Encaminhada"
"202","Quarta e Quinta","Sim","3 dias","Não","3 dias","Suficiente","Encaminhada"
"203","Quinta e Sexta","Não","Imediata","Não","3 dias","Suficiente","Encaminhada"
"204","Segunda e Terça","Sim","3 dias","Não","5 dias","Suficiente","Encaminhada"
"205","Quinta e Sexta","Não","3 dias","Não","3 dias","Em falta","Encaminhada"
"206","Terça e Quarta","Sim","3 dias","Sim","3 dias","Suficiente","Encaminhada"
"207","Quarta e Quinta","Sim","3 dias","Não","5 dias","Suficiente","Encaminhada"
"208","Terça e Quarta","Não","Imediata","Não","Imediata","Suficiente","Encaminhada"
"209","Terça e Quarta","Não","3 dias","Sim","3 dias","Suficiente","Encaminhada"
"210","Quinta e Sexta","Sim","Imediata","Não","Imediata","Suficiente","Encaminhada"
"211","Terça e Quarta","Não","3 dias","Não","3 dias","Suficiente","Encaminhada"
"212","Segunda e Terça","Não","Imediata","Sim","Imediata","Suficiente","Encaminhada"
"213","Terça e Quarta","Não","3 dias","Não","3 dias","Suficiente","Encaminhada"
"214","Quinta e Sexta","Não","3 dias","Não","3 dias","Suficiente","Encaminhada"
"215","Terça e Quarta","Não","3 dias","Sim","3 dias","Suficiente","Encaminhada"
"216","Terça e Quarta","Não","3 dias","Não","3 dias","Em falta","Encaminhada"
"217","Quarta e Quinta","Não","3 dias","Não","3 dias","Suficiente","Encaminhada"
"218","Quinta e Sexta","Sim","3 dias","Não","3 dias","Suficiente","Encaminhada"
"219","Terça e Quarta","Não","Imediata","Não","Imediata","Suficiente","Encaminhada"
"220","Quinta e Sexta","Não","3 dias","Não","3 dias","Suficiente","Encaminhada"
"221","Segunda e Terça","Não","3 dias","Não","3 dias","Suficiente","Extraviada"
"222","Terça e Quarta","Não","Imediata","Não","Imediata","Suficiente","Extraviada"
"223","Terça e Quarta","Não","Imediata","Não","Imediata","Suficiente","Encaminhada"
"224","Terça e Quarta","Não","Imediata","Não","Imediata","Suficiente","Encaminhada"
"225","Segunda e Terça","Não","Imediata","Não","Imediata","Suficiente","Encaminhada"
"226","Terça e Quarta","Sim","3 dias","Não","3 dias","Suficiente","Encaminhada"
"227","Segunda e Terça","Sim","3 dias","Não","3 dias","Suficiente","Extraviada"
"228","Quinta e Sexta","Sim","3 dias","Não","3 dias","Suficiente","Encaminhada"
"229","Quarta e Quinta","Não","3 dias","Não","3 dias","Suficiente","Encaminhada"
"230","Quarta e Quinta","Sim","3 dias","Não","3 dias","Suficiente","Encaminhada"
"231","Segunda e Terça","Não","Imediata","Não","Imediata","Suficiente","Encaminhada"
"232","Quinta e Sexta","Sim","Imediata","Não","Imediata","Suficiente","Extraviada"
"233","Terça e Quarta","Não","3 dias","Não","3 dias","Suficiente","Encaminhada"
"234","Quinta e Sexta","Sim","3 dias","Não","3 dias","Suficiente","Encaminhada"
"235","Quarta e Quinta","Sim","3 dias","Sim","3 dias","Suficiente","Encaminhada"
"236","Quinta e Sexta","Sim","3 dias","Não","3 dias","Suficiente","Encaminhada"
"237","Quarta e Quinta","Não","3 dias","Não","3 dias","Suficiente","Encaminhada"
"238","Quinta e Sexta","Sim","Imediata","Sim","3 dias","Suficiente","Encaminhada"
"239","Terça e Quarta","Não","3 dias","Não","3 dias","Suficiente","Encaminhada"
"240","Terça e Quarta","Não","Imediata","Não","Imediata","Suficiente","Encaminhada"
"241","Segunda e Terça","Não","3 dias","Não","3 dias","Suficiente","Encaminhada"
"242","Quinta e Sexta","Não","3 dias","Não","3 dias","Suficiente","Encaminhada"
"243","Segunda e Terça","Sim","3 dias","Não","3 dias","Suficiente","Encaminhada"
"244","Quinta e Sexta","Não","3 dias","Não","5 dias","Suficiente","Encaminhada"
"245","Quinta e Sexta","Sim","3 dias","Não","3 dias","Suficiente","Encaminhada"
"246","Terça e Quarta","Não","3 dias","Não","5 dias","Suficiente","Encaminhada"
"247","Quinta e Sexta","Sim","3 dias","Não","3 dias","Suficiente","Extraviada"
"248","Segunda e Terça","Não","3 dias","Não","3 dias","Suficiente","Encaminhada"
"249","Quinta e Sexta","Sim","3 dias","Não","5 dias","Em falta","Encaminhada"
"250","Quarta e Quinta","Não","3 dias","Sim","3 dias","Suficiente","Encaminhada"
"251","Quarta e Quinta","Não","Imediata","Sim","3 dias","Suficiente","Encaminhada"
"252","Terça e Quarta","Sim","Imediata","Não","Imediata","Suficiente","Extraviada"
"253","Quarta e Quinta","Sim","Imediata","Sim","Imediata","Suficiente","Encaminhada"
"254","Quinta e Sexta","Não","3 dias","Não","5 dias","Suficiente","Encaminhada"
"255","Terça e Quarta","Não","3 dias","Não","3 dias","Suficiente","Encaminhada"
"256","Terça e Quarta","Não","3 dias","Sim","5 dias","Suficiente","Encaminhada"
"257","Segunda e Terça","Sim","3 dias","Não","3 dias","Suficiente","Encaminhada"
"258","Quarta e Quinta","Não","3 dias","Não","3 dias","Suficiente","Encaminhada"
"259","Segunda e Terça","Sim","Imediata","Não","Imediata","Suficiente","Encaminhada"
"260","Terça e Quarta","Não","Imediata","Não","Imediata","Suficiente","Encaminhada"
"261","Quinta e Sexta","Não","Imediata","Não","Imediata","Suficiente","Encaminhada"
"262","Quinta e Sexta","Sim","3 dias","Não","3 dias","Suficiente","Encaminhada"
"263","Terça e Quarta","Sim","Imediata","Não","Imediata","Suficiente","Encaminhada"
"264","Quarta e Quinta","Sim","Imediata","Não","Imediata","Suficiente","Encaminhada"
"265","Terça e Quarta","Não","Imediata","Não","Imediata","Suficiente","Encaminhada"
"266","Terça e Quarta","Não","3 dias","Sim","3 dias","Suficiente","Encaminhada"
"267","Quarta e Quinta","Sim","3 dias","Não","3 dias","Suficiente","Encaminhada"
"268","Terça e Quarta","Não","Imediata","Não","3 dias","Suficiente","Encaminhada"
"269","Terça e Quarta","Sim","3 dias","Não","3 dias","Suficiente","Encaminhada"
"270","Quarta e Quinta","Sim","Imediata","Não","Imediata","Suficiente","Encaminhada"
"271","Terça e Quarta","Sim","3 dias","Não","3 dias","Em falta","Encaminhada"
"272","Terça e Quarta","Não","3 dias","Não","3 dias","Suficiente","Encaminhada"
"273","Segunda e Terça","Sim","Imediata","Não","Imediata","Suficiente","Encaminhada"
"274","Quinta e Sexta","Não","Imediata","Não","Imediata","Suficiente","Encaminhada"
"275","Terça e Quarta","Sim","3 dias","Não","3 dias","Suficiente","Extraviada"
"276","Terça e Quarta","Não","3 dias","Não","3 dias","Suficiente","Encaminhada"
"277","Terça e Quarta","Não","3 dias","Não","3 dias","Suficiente","Encaminhada"
"278","Segunda e Terça","Sim","Imediata","Não","Imediata","Suficiente","Encaminhada"
"279","Quinta e Sexta","Sim","Imediata","Não","Imediata","Suficiente","Encaminhada"
"280","Terça e Quarta","Não","3 dias","Sim","5 dias","Em falta","Encaminhada"
"281","Terça e Quarta","Sim","3 dias","Não","3 dias","Suficiente","Encaminhada"
"282","Quarta e Quinta","Não","Imediata","Não","Imediata","Suficiente","Encaminhada"
"283","Quinta e Sexta","Não","3 dias","Sim","5 dias","Suficiente","Encaminhada"
"284","Quarta e Quinta","Sim","3 dias","Sim","3 dias","Suficiente","Encaminhada"
"285","Quinta e Sexta","Não","Imediata","Não","Imediata","Suficiente","Encaminhada"
"286","Quinta e Sexta","Sim","3 dias","Não","3 dias","Em falta","Extraviada"
"287","Terça e Quarta","Não","3 dias","Não","3 dias","Suficiente","Encaminhada"
"288","Segunda e Terça","Não","3 dias","Não","3 dias","Suficiente","Encaminhada"
"289","Quarta e Quinta","Sim","3 dias","Não","3 dias","Suficiente","Encaminhada"
"290","Quinta e Sexta","Não","3 dias","Não","3 dias","Suficiente","Encaminhada"
"291","Quinta e Sexta","Não","3 dias","Não","3 dias","Suficiente","Encaminhada"
"292","Segunda e Terça","Não","Imediata","Sim","3 dias","Em falta","Encaminhada"
"293","Quarta e Quinta","Sim","3 dias","Não","3 dias","Suficiente","Encaminhada"
"294","Segunda e Terça","Sim","3 dias","Sim","3 dias","Suficiente","Encaminhada"
"295","Terça e Quarta","Sim","3 dias","Não","3 dias","Suficiente","Encaminhada"
"296","Segunda e Terça","Não","3 dias","Não","3 dias","Em falta","Extraviada"
"297","Quinta e Sexta","Sim","3 dias","Não","5 dias","Suficiente","Encaminhada"
"298","Quarta e Quinta","Sim","3 dias","Não","3 dias","Suficiente","Encaminhada"
"299","Quinta e Sexta","Não","Imediata","Não","Imediata","Suficiente","Extraviada"
