insert into localizacao values(	41,	'38° 46′ 40″ N',	'7° 19′ 2″ W',	'Ciladas',	'VILA VIÇOSA',	'ÉVORA',	'Alentejo',	'Portugal'	);
insert into localizacao values(	42,	'38° 46′ 10″ N',	'7° 24′ 5″ W',	'Nossa Senhora da Conceição e São Bartolomeu',	'VILA VIÇOSA',	'ÉVORA',	'Alentejo',	'Portugal'	);
insert into localizacao values(	43,	'38° 44′ 37″ N',	'7° 27′ 16″ W',	'Bencatel',	'VILA VIÇOSA',	'ÉVORA',	'Alentejo',	'Portugal'	);
insert into localizacao values(	44,	'38° 43′ 42″ N',	'7° 23′ 8″ W',	'Pardais',	'VILA VIÇOSA',	'ÉVORA',	'Alentejo',	'Portugal'	);
insert into localizacao values(	45,	'38° 56′ 38″ N',	'8° 9′ 56″ W',	'Mora',	'MORA',	'ÉVORA',	'Alentejo',	'Portugal'	);
insert into localizacao values(	46,	'38° 57′ 15″ N',	'8° 4′ 22″ W',	'Cabeção',	'MORA',	'ÉVORA',	'Alentejo',	'Portugal'	);
insert into localizacao values(	47,	'38° 53′ 34″ N',	'8° 1′ 3″ W',	'Pavia',	'MORA',	'ÉVORA',	'Alentejo',	'Portugal'	);
insert into localizacao values(	48,	'38° 52′ 23″ N',	'8° 9′ 0″ W',	'Brotas',	'MORA',	'ÉVORA',	'Alentejo',	'Portugal'	);
insert into localizacao values(	49,	'38° 23′ 33″ N',	'8° 9′ 27″ W',	'Alcáçovas',	'VIANA DO ALENTEJO',	'ÉVORA',	'Alentejo',	'Portugal'	);
insert into localizacao values(	50,	'38° 23′ 35″ N',	'7° 58′ 2″ W',	'Aguiar',	'VIANA DO ALENTEJO',	'ÉVORA',	'Alentejo',	'Portugal'	);
insert into localizacao values(	51,	'38° 19′ 55″ N',	'8° 0′ 7″ W',	'Viana do Alentejo',	'VIANA DO ALENTEJO',	'ÉVORA',	'Alentejo',	'Portugal'	);
insert into localizacao values(	52,	'38° 35′ 46″ N',	'8° 38′ 58″ W',	'Landeira',	'VENDAS NOVAS',	'ÉVORA',	'Alentejo',	'Portugal'	);
insert into localizacao values(	53,	'38° 40′ 39″ N',	'8° 27′ 19″ W',	'Vendas Novas',	'VENDAS NOVAS',	'ÉVORA',	'Alentejo',	'Portugal'	);
insert into localizacao values(	54,	'38° 48′ 20″ N',	'8° 24′ 16″ W',	'União das freguesias de Cortiçadas de Lavre e Lavre',	'MONTEMOR-O-NOVO',	'ÉVORA',	'Alentejo',	'Portugal'	);
insert into localizacao values(	55,	'38° 48′ 3″ N',	'8° 13′ 41″ W',	'Ciborro',	'MONTEMOR-O-NOVO',	'ÉVORA',	'Alentejo',	'Portugal'	);
insert into localizacao values(	56,	'38° 43′ 22″ N',	'8° 19′ 8″ W',	'Foros de Vale de Figueira',	'MONTEMOR-O-NOVO',	'ÉVORA',	'Alentejo',	'Portugal'	);
insert into localizacao values(	57,	'38° 39′ 18″ N',	'8° 12′ 51″ W',	'União das freguesias de Nossa Senhora da Vila, Nossa Senhora do Bispo e Silveiras',	'MONTEMOR-O-NOVO',	'ÉVORA',	'Alentejo',	'Portugal'	);
insert into localizacao values(	58,	'38° 35′ 55″ N',	'8° 27′ 43″ W',	'Cabrela',	'MONTEMOR-O-NOVO',	'ÉVORA',	'Alentejo',	'Portugal'	);
insert into localizacao values(	59,	'38° 29′ 24″ N',	'8° 18′ 23″ W',	'São Cristóvão',	'MONTEMOR-O-NOVO',	'ÉVORA',	'Alentejo',	'Portugal'	);
insert into localizacao values(	60,	'38° 32′ 24″ N',	'8° 9′ 56″ W',	'Santiago do Escoural',	'MONTEMOR-O-NOVO',	'ÉVORA',	'Alentejo',	'Portugal'	);
insert into localizacao values(	61,	'38° 23′ 50″ N',	'7° 43′ 3″ W',	'Monte do Trigo',	'PORTEL',	'ÉVORA',	'Alentejo',	'Portugal'	);
insert into localizacao values(	62,	'38° 19′ 7″ N',	'7° 51′ 59″ W',	'União das freguesias de São Bartolomeu do Outeiro e Oriola',	'PORTEL',	'ÉVORA',	'Alentejo',	'Portugal'	);
insert into localizacao values(	63,	'38° 18′ 31″ N',	'7° 42′ 18″ W',	'Portel',	'PORTEL',	'ÉVORA',	'Alentejo',	'Portugal'	);
insert into localizacao values(	64,	'38° 16′ 2″ N',	'7° 48′ 6″ W',	'Santana',	'PORTEL',	'ÉVORA',	'Alentejo',	'Portugal'	);
insert into localizacao values(	65,	'38° 13′ 33″ N',	'7° 40′ 49″ W',	'Vera Cruz',	'PORTEL',	'ÉVORA',	'Alentejo',	'Portugal'	);
insert into localizacao values(	66,	'38° 18′ 06″ N',	'7° 35′ 11″ W',	'União das freguesias de Amieira e Alqueva',	'PORTEL',	'ÉVORA',	'Alentejo',	'Portugal'	);
insert into localizacao values(	67,	'38° 20′ 12″ N',	'7° 24′ 6″ W',	'Luz',	'MOURÃO',	'ÉVORA',	'Alentejo',	'Portugal'	);
insert into localizacao values(	68,	'38° 23′ 5″ N',	'7° 20′ 48″ W',	'Mourão',	'MOURÃO',	'ÉVORA',	'Alentejo',	'Portugal'	);
insert into localizacao values(	69,	'38° 18′ 0″ N',	'7° 15′ 18″ W',	'Granja',	'MOURÃO',	'ÉVORA',	'Alentejo',	'Portugal'	);
